0.060307107,0.032504289,0.069107084,,,,,-0.013976964,0.160465481,,0.069107084,0.009104048,,-0.994177601,0.005812164,0.005812164,,1,100,0.005812164,0.160465481,0.069107084
-0.008799977,0.069107084,0.032504289,,,,,-0.174442445,0.034167895,,0.032504289,4.01123E-05,,-0.999989765,1.07282E-06,0.00374323,,2,200,0.00374323,0.034167895,0.032504289
-0.041304266,0.020175203,0.020175203,,,,,-0.20861034,0.021665369,,0.024175203,1.55489E-05,,-0.999990838,4.46769E-07,0.00234123,,3,300,0.00234123,0.021665369,0.024175203
-0.061479469,0.020296213,0.020296213,,,,,-0.230275709,0.018227969,,0.021029621,6.97381E-06,,-0.999991285,2.91028E-07,0.0016,,4,400,0.0016,0.018227969,0.021029621
-0.081775682,0.627828103,0.627828103,,,,,-0.248503678,0.015240692,,0.019828103,4.29584E-06,,-0.999991576,4.59698E-07,4.60E-04,,5,500,4.60E-04,0.015240692,0.019828103
-0.709603785,0.009094537,0.009094538,,,,,-0.26374437,0.014022302,,0.009094538,3.18055E-06,,-0.999992035,3.16683E-07,3.17E-04,,6,600,3.17E-04,0.014022302,0.009094538
-0.718698323,0.005994042,0.005994042,,,,,-0.277766672,0.014244681,,0.005994042,2.31303E-06,,-0.999992352,1.88561E-07,1.89E-04,,7,700,1.89E-04,0.014244681,0.005994042
-0.724692365,0.005096999,0.005096998,,,,,-0.292011353,0.013726747,,0.005096998,1.76423E-06,,-0.999992541,1.99948E-07,2.00E-04,,8,800,2.00E-04,0.013726747,0.005096998
-0.729789363,0.004571724,0.004571725,,,,,-0.305738101,0.01213058,,0.004571725,1.26109E-06,,-0.999992741,2.58718E-07,2.59E-04,,9,900,2.59E-04,0.01213058,0.004571725
-0.734361088,0.004818455,0.004818455,,,,,-0.317868681,0.010933406,,0.004218455,1.03967E-06,,-0.999992999,2.95253E-07,2.95E-04,,10,1000,2.95E-04,0.010933406,0.004218455
-0.739179543,0.027067246,0.027067246,,,,,-0.328802087,0.009678018,,0.002706725,7.67366E-07,,-0.999993295,1.63963E-07,1.64E-05,,11,1100,1.64E-05,0.009678018,0.002706725
-0.766246789,0.072658414,0.072658413,,,,,-0.338480105,0.010347529,,0.002265841,7.09931E-07,,-0.999993459,1.84391E-07,1.84E-04,,12,1200,1.84E-04,0.010347529,0.002265841
-0.838905202,0.012747289,0.012747289,,,,,-0.348827633,0.009818287,,0.003274729,6.02067E-07,,-0.999993643,1.75812E-07,1.76E-04,,13,1300,1.76E-04,0.009818287,0.003274729
-0.851652491,0.002384214,0.002384214,,,,,-0.35864592,0.00958068,,0.002384214,4.75684E-07,,-0.999993819,2.19974E-07,2.20E-04,,14,1400,2.20E-04,0.00958068,0.002384214
-0.854036705,0.002032758,0.002032758,,,,,-0.3682266,0.008862492,,0.002032758,4.46582E-07,,-0.999994039,1.65207E-07,1.65E-05,,15,1500,1.65E-05,0.008862492,0.002032758
-0.856069463,0.003771488,0.003771488,,,,,-0.377089092,0.008447503,,0.003771488,3.94116E-07,,-0.999994204,1.2376E-07,1.24E-05,,16,1600,1.24E-05,0.008447503,0.003771488
-0.852297975,0.001591807,0.001591807,,,,,-0.385536594,0.008086688,,0.001591807,3.444E-07,,-0.999994328,9.55683E-08,9.56E-05,,17,1700,9.56E-05,0.008086688,0.001591807
-0.853889782,0.001722065,0.001722064,,,,,-0.393623283,0.008421415,,0.001722064,3.21349E-07,,-0.999994423,2.23063E-07,2.23E-06,,18,1800,2.23E-06,0.008421415,0.001722064
-0.855611846,0.001759391,0.001759391,,,,,-0.402044698,0.007151694,,0.001759391,3.00626E-07,,-0.999994646,1.13177E-07,1.13E-06,,19,1900,1.13E-06,0.007151694,0.001759391
-0.857371237,0.001667198,0.001667198,,,,,-0.409196392,0.007220287,,0.001667198,2.33976E-07,,-0.99999476,1.52519E-07,1.53E-06,,20,2000,1.53E-06,0.007220287,0.001667198
-0.859038435,0.001433534,0.001433534,,,,,-0.416416679,0.006218393,,0.001433534,2.32717E-07,,-0.999994912,1.05917E-07,1.06E-06,,21,2100,1.06E-06,0.006218393,0.001433534
-0.860471969,0.012938821,0.012938821,,,,,-0.422635072,0.006744516,,0.001293882,2.08303E-07,,-0.999995018,1.15257E-07,1.15E-06,,22,2200,1.15E-06,0.006744516,0.001293882
-0.87341079,0.001338899,0.001338899,,,,,-0.429379588,0.0063432,,0.001338899,1.66913E-07,,-0.999995133,1.10746E-07,1.11E-07,,23,2300,1.11E-07,0.0063432,0.001338899
-0.874749689,0.003263521,0.003263521,,,,,-0.823877179,0.005963418,,0.003263521,1.73686E-07,,-0.999995244,1.05609E-07,1.05609E-07,,24,2400,1.05609E-07,0.005963418,0.003263521
-0.87801321,0.001271012,0.001271012,,,,,-0.883511363,0.005194198,,0.001271012,1.56479E-07,,-0.99999535,9.39225E-08,9.39225E-08,,25,2500,9.39225E-08,0.005194198,0.001271012
-0.879284222,0.001258882,0.001258882,,,,,-0.905453344,0.005012818,,0.001258882,1.46822E-07,,-0.999995444,8.08224E-08,8.08224E-08,,26,2600,8.08224E-08,0.005012818,0.001258882
-0.880543104,0.001227401,0.001227401,,,,,-0.918466162,0.005757697,,0.001227401,1.43192E-07,,-0.999995524,7.71175E-08,7.71175E-08,,27,2700,7.71175E-08,0.005757697,0.001227401
-0.881770505,0.001096441,0.001096441,,,,,-0.926223859,0.00582607,,0.001096441,1.36397E-07,,-0.999995601,7.39678E-08,7.39678E-08,,28,2800,7.39678E-08,0.00582607,0.001096441
-0.882866946,0.001151938,0.001151938,,,,,-0.933049929,0.005159027,,0.001151938,1.25279E-07,,-0.999995675,7.92162E-08,7.92162E-08,,29,2900,7.92162E-08,0.005159027,0.001151938
-0.884018884,0.001115711,0.00111571,,,,,-0.938208955,0.004551425,,0.00111571,9.78407E-08,,-0.999995755,7.54107E-08,7.54107E-08,,30,3000,7.54107E-08,0.004551425,0.00111571
-0.885134594,0.00099563,0.000995631,,,,,-0.94276038,0.003623752,,0.000995631,1.05497E-07,,-0.99999583,7.16825E-08,7.16825E-08,,31,3100,7.16825E-08,0.003623752,0.000995631
-0.886130225,0.004897473,0.004897473,,,,,-0.946384133,0.002612496,,0.004897473,1.00153E-07,,-0.999995902,5.97506E-08,5.97506E-08,,32,3200,5.97506E-08,0.002612496,0.004897473
-0.891027698,0.001019697,0.001019696,,,,,-0.948996629,0.002414763,,0.001019696,9.12536E-08,,-0.999995961,6.19021E-08,6.19021E-08,,33,3300,6.19021E-08,0.002414763,0.001019696
-0.892047394,0.00107975,0.00107975,,,,,-0.951411392,0.002078559,,0.00107975,8.84027E-08,,-0.999996023,5.77348E-08,5.77348E-08,,34,3400,5.77348E-08,0.002078559,0.00107975
-0.893127144,0.001005906,0.001005906,,,,,-0.953489951,0.001659303,,0.001005906,7.91793E-08,,-0.999996081,5.52699E-08,5.52699E-08,,35,3500,5.52699E-08,0.001659303,0.001005906
-0.89413305,0.01090065,0.01090065,,,,,-0.955149254,0.001579769,,0.001090065,8.26005E-08,,-0.999996136,5.86669E-08,5.86669E-08,,36,3600,5.86669E-08,0.001579769,0.001090065
-0.8832324,0.000996675,0.000996675,,,,,-0.956729023,0.001288938,,0.000996675,6.78734E-08,,-0.999996195,5.48605E-08,5.48605E-08,,37,3700,5.48605E-08,0.001288938,0.000996675
-0.884229075,0.00086454,0.00086454,,,,,-0.958017961,0.001196592,,0.00086454,7.27965E-08,,-0.99999625,6.19229E-08,6.19229E-08,,38,3800,6.19229E-08,0.001196592,0.00086454
-0.885093615,0.001017285,0.001017285,,,,,-0.959214553,0.001113714,,0.001017285,6.9947E-08,,-0.999996312,5.12657E-08,5.12657E-08,,39,3900,5.12657E-08,0.001113714,0.001017285
-0.8861109,0.000915511,0.000915511,,,,,-0.960328267,0.001134007,,0.000915511,6.214E-08,,-0.999996363,5.70009E-08,5.70009E-08,,40,4000,5.70009E-08,0.001134007,0.000915511
-0.887026411,0.00090583,0.000905831,,,,,-0.961462274,0.000836347,,0.000905831,6.17199E-08,,-0.99999642,4.86039E-08,4.86039E-08,,41,4100,4.86039E-08,0.000836347,0.000905831
-0.887932242,0.000813353,0.000813352,,,,,-0.962298621,0.000891466,,0.000813352,5.8142E-08,,-0.999996469,5.39924E-08,5.39924E-08,,42,4200,5.39924E-08,0.000891466,0.000813352
-0.888745594,0.000833898,0.000833898,,,,,-0.963190086,0.0008022,,0.000833898,5.20057E-08,,-0.999996523,4.16682E-08,4.16682E-08,,43,4300,4.16682E-08,0.0008022,0.000833898
-0.889579492,0.004339876,0.004339876,,,,,-0.963992287,0.000766438,,0.004339876,1.16585E-07,,-0.999996564,4.41365E-08,4.41365E-08,,44,4400,4.41365E-08,0.000766438,0.004339876
-0.885239616,0.000870354,0.000870354,,,,,-0.964758725,0.00068743,,0.000870354,4.19548E-08,,-0.999996609,4.35226E-08,4.35226E-08,,45,4500,4.35226E-08,0.00068743,0.000870354
-0.88610997,0.000765307,0.000765307,,,,,-0.965446155,0.000620829,,0.000765307,4.40954E-08,,-0.999996652,4.20641E-08,4.20641E-08,,46,4600,4.20641E-08,0.000620829,0.000765307
-0.886875277,0.018739677,0.018739676,,,,,-0.966066984,0.000613485,,0.000873968,4.20447E-08,,-0.999996694,3.68448E-08,3.68448E-08,,47,4700,3.68448E-08,0.000613485,0.000873968
-0.868135601,0.000826281,0.000826281,,,,,-0.966680468,0.000631901,,0.000826281,3.93462E-08,,-0.999996731,3.6517E-08,3.6517E-08,,48,4800,3.6517E-08,0.000631901,0.000826281
-0.868961882,0.000866215,0.000866215,,,,,-0.96731237,0.00053361,,0.000866215,3.57538E-08,,-0.999996767,3.96165E-08,3.96165E-08,,49,4900,3.96165E-08,0.00053361,0.000866215
-0.869828097,0.055408277,,,,,,-0.96784598,0.000567239,,,,,-0.999996807,,,,,,,0.000567239,
-0.814419819,0.001130466,,,,,,-0.968413219,0.000486242,,,,,,,,,,,,0.000486242,
-0.815550285,0.001030195,,,,,,-0.968899462,0.000506861,,,,,,,,,,,,0.000506861,
-0.81658048,0.001077825,,,,,,-0.969406323,0.000454491,,,,,,,,,,,,0.000454491,
-0.817658305,0.000961463,,,,,,-0.969860814,0.000435516,,,,,,,,,,,,0.000435516,
-0.818619768,0.000941342,,,,,,-0.97029633,0.000364519,,,,,,,,,,,,0.000364519,
-0.81956111,0.001051585,,,,,,-0.970660848,0.000357807,,,,,,,,,,,,0.000357807,
-0.820612695,0.000982738,,,,,,-0.971018655,0.000382058,,,,,,,,,,,,0.000382058,
-0.821595433,0.000966431,,,,,,-0.971400713,0.000340731,,,,,,,,,,,,0.000340731,
-0.822561865,0.001006845,,,,,,-0.971741444,0.000331593,,,,,,,,,,,,0.000331593,
-0.823568709,0.000964643,,,,,,-0.972073036,0.000301085,,,,,,,,,,,,0.000301085,
-0.824533352,0.000954102,,,,,,-0.972374122,0.000293434,,,,,,,,,,,,0.000293434,
-0.825487454,0.000946017,,,,,,-0.972667556,0.000289379,,,,,,,,,,,,0.000289379,
-0.826433471,0.000905366,,,,,,-0.972956935,0.000308217,,,,,,,,,,,,0.000308217,
-0.827338837,0.000950246,,,,,,-0.973265152,0.000261474,,,,,,,,,,,,0.000261474,
-0.828289083,0.00093356,,,,,,-0.973526626,0.000262699,,,,,,,,,,,,0.000262699,
-0.829222643,0.000892382,,,,,,-0.973789325,0.000245474,,,,,,,,,,,,0.000245474,
-0.830115026,0.000872749,,,,,,-0.974034799,0.00026192,,,,,,,,,,,,0.00026192,
-0.830987775,0.000835878,,,,,,-0.974296719,0.00026104,,,,,,,,,,,,0.00026104,
-0.831823653,0.000898579,,,,,,-0.974557759,0.000257019,,,,,,,,,,,,0.000257019,
-0.832722232,0.000849936,,,,,,-0.974814778,,,,,,,,,,,,,,
-0.833572168,0.000837535,,,,,,,,,,,,,,,,,,,,
-0.834409703,0.001411351,,,,,,,,,,,,,,,,,,,,
-0.835821054,0.000775193,,,,,,,,,,,,,,,,,,,,
-0.836596247,0.000860587,,,,,,,,,,,,,,,,,,,,
-0.837456834,0.000756534,,,,,,,,,,,,,,,,,,,,
-0.838213368,0.000800609,,,,,,,,,,,,,,,,,,,,
-0.839013977,0.000759651,,,,,,,,,,,,,,,,,,,,
-0.839773629,0.000733818,,,,,,,,,,,,,,,,,,,,
-0.840507446,0.000814995,,,,,,,,,,,,,,,,,,,,
-0.841322441,0.000799878,,,,,,,,,,,,,,,,,,,,
-0.842122319,0.000681008,,,,,,,,,,,,,,,,,,,,
-0.842803328,0.000694359,,,,,,,,,,,,,,,,,,,,
-0.843497687,0.000693611,,,,,,,,,,,,,,,,,,,,
-0.844191298,0.000724838,,,,,,,,,,,,,,,,,,,,
-0.844916135,0.000694825,,,,,,,,,,,,,,,,,,,,
-0.84561096,0.00076544,,,,,,,,,,,,,,,,,,,,
-0.8463764,0.000716017,,,,,,,,,,,,,,,,,,,,
-0.847092417,0.000656317,,,,,,,,,,,,,,,,,,,,
-0.847748734,0.000613004,,,,,,,,,,,,,,,,,,,,
-0.848361738,0.000639563,,,,,,,,,,,,,,,,,,,,
-0.849001301,0.000619526,,,,,,,,,,,,,,,,,,,,
-0.849620827,0.000664578,,,,,,,,,,,,,,,,,,,,
-0.850285406,0.000630707,,,,,,,,,,,,,,,,,,,,
-0.850916113,0.000641754,,,,,,,,,,,,,,,,,,,,
-0.851557866,0.000665533,,,,,,,,,,,,,,,,,,,,
-0.8522234,0.000592628,,,,,,,,,,,,,,,,,,,,
-0.852816028,0.000624002,,,,,,,,,,,,,,,,,,,,
-0.85344003,0.000623068,,,,,,,,,,,,,,,,,,,,
-0.854063097,0.000552633,,,,,,,,,,,,,,,,,,,,
-0.85461573,0.000560844,,,,,,,,,,,,,,,,,,,,
-0.855176574,0.000585824,,,,,,,,,,,,,,,,,,,,
-0.855762398,0.000569373,,,,,,,,,,,,,,,,,,,,
-0.85633177,0.000606139,,,,,,,,,,,,,,,,,,,,
-0.856937909,0.00061659,,,,,,,,,,,,,,,,,,,,
-0.8575545,0.000576562,,,,,,,,,,,,,,,,,,,,
-0.858131062,0.000603485,,,,,,,,,,,,,,,,,,,,
-0.858734547,0.000561879,,,,,,,,,,,,,,,,,,,,
-0.859296426,0.000571579,,,,,,,,,,,,,,,,,,,,
-0.859868005,0.000561174,,,,,,,,,,,,,,,,,,,,
-0.860429179,0.000571563,,,,,,,,,,,,,,,,,,,,
-0.861000742,0.000456547,,,,,,,,,,,,,,,,,,,,
-0.861457289,0.00051591,,,,,,,,,,,,,,,,,,,,
-0.861973199,0.00053773,,,,,,,,,,,,,,,,,,,,
-0.862510929,0.000511195,,,,,,,,,,,,,,,,,,,,
-0.863022123,0.000525605,,,,,,,,,,,,,,,,,,,,
-0.863547729,0.000506898,,,,,,,,,,,,,,,,,,,,
-0.864054627,0.000542754,,,,,,,,,,,,,,,,,,,,
-0.864597381,0.000523536,,,,,,,,,,,,,,,,,,,,
-0.865120917,0.000474893,,,,,,,,,,,,,,,,,,,,
-0.86559581,,,,,,,,,,,,,,,,,,,,,